dataset,seed,checkpoint,class_id,class_name,probe_rows,background_rows,recall,jaccard_top15_from_previous,silent_drift_primary_event,rationale_mass,random_null_95,mass_margin,admitted,etg_state,etg_action,top15_indices,top15_features
malaya-network-gt,1,0,0,BitTorrent,128,256,0.37746071880079468,,,0.14204002214828176,0.20131980693390356,-0.059279784785621792,False,UNEXPLAINABLE,admission_refused_explanation_alert_withheld,"[11,55,16,46,13,21,0,19,31,5,53,54,15,10,52]","[""fwd_pkt_len_min"",""init_bwd_win_byts"",""bwd_pkt_len_mean"",""syn_flag_cnt"",""fwd_pkt_len_std"",""pkt_len_std"",""protocol"",""pkt_len_min"",""fwd_iat_tot"",""bwd_pkts_s"",""pkt_size_avg"",""init_fwd_win_byts"",""bwd_pkt_len_min"",""fwd_pkt_len_max"",""down_up_ratio""]"
malaya-network-gt,1,0,1,ChromeRDP,128,256,0.91076115485564302,,,0.26993979826228476,0.24864853290840411,0.021291265353880651,True,CERTIFIED_STABLE,admission_certified,"[0,16,11,21,15,46,13,5,53,17,10,19,66,52,31]","[""protocol"",""bwd_pkt_len_mean"",""fwd_pkt_len_min"",""pkt_len_std"",""bwd_pkt_len_min"",""syn_flag_cnt"",""fwd_pkt_len_std"",""bwd_pkts_s"",""pkt_size_avg"",""bwd_pkt_len_std"",""fwd_pkt_len_max"",""pkt_len_min"",""bwd_byts_b_avg"",""down_up_ratio"",""fwd_iat_tot""]"
malaya-network-gt,1,1,0,BitTorrent,128,256,0.79068087411955934,0.76470588235294112,False,0.16967234292846561,0.1515940371324212,0.018078305796044414,True,UNEXPLAINABLE,explanation_alert_withheld,"[11,0,46,10,17,55,16,21,15,53,13,54,5,19,20]","[""fwd_pkt_len_min"",""protocol"",""syn_flag_cnt"",""fwd_pkt_len_max"",""bwd_pkt_len_std"",""init_bwd_win_byts"",""bwd_pkt_len_mean"",""pkt_len_std"",""bwd_pkt_len_min"",""pkt_size_avg"",""fwd_pkt_len_std"",""init_fwd_win_byts"",""bwd_pkts_s"",""pkt_len_min"",""pkt_len_mean""]"
malaya-network-gt,1,1,1,ChromeRDP,128,256,0.49081364829396323,0.76470588235294112,False,0.027236704789311637,0.11489019832083307,-0.087653493531521437,False,CERTIFIED_STABLE,monitor_no_change,"[13,11,46,21,16,15,20,17,10,53,52,19,66,55,5]","[""fwd_pkt_len_std"",""fwd_pkt_len_min"",""syn_flag_cnt"",""pkt_len_std"",""bwd_pkt_len_mean"",""bwd_pkt_len_min"",""pkt_len_mean"",""bwd_pkt_len_std"",""fwd_pkt_len_max"",""pkt_size_avg"",""down_up_ratio"",""pkt_len_min"",""bwd_byts_b_avg"",""init_bwd_win_byts"",""bwd_pkts_s""]"
malaya-network-gt,1,1,2,Discord,128,256,0.15418502202643172,,,0.060198940501620876,0.059191045938766791,0.001007894562854085,True,CERTIFIED_STABLE,admission_certified,"[13,5,14,11,21,46,16,53,15,38,19,10,17,55,20]","[""fwd_pkt_len_std"",""bwd_pkts_s"",""bwd_pkt_len_max"",""fwd_pkt_len_min"",""pkt_len_std"",""syn_flag_cnt"",""bwd_pkt_len_mean"",""pkt_size_avg"",""bwd_pkt_len_min"",""bwd_iat_min"",""pkt_len_min"",""fwd_pkt_len_max"",""bwd_pkt_len_std"",""init_bwd_win_byts"",""pkt_len_mean""]"
malaya-network-gt,1,1,3,EA Origin,128,256,0.56833333333333336,,,0.1118597345772317,0.12392548732426847,-0.012065752747036779,False,UNEXPLAINABLE,admission_refused_explanation_alert_withheld,"[46,13,21,11,53,36,5,16,15,17,20,10,18,3,52]","[""syn_flag_cnt"",""fwd_pkt_len_std"",""pkt_len_std"",""fwd_pkt_len_min"",""pkt_size_avg"",""bwd_iat_tot"",""bwd_pkts_s"",""bwd_pkt_len_mean"",""bwd_pkt_len_min"",""bwd_pkt_len_std"",""pkt_len_mean"",""fwd_pkt_len_max"",""pkt_len_max"",""flow_pkts_s"",""down_up_ratio""]"
malaya-network-gt,1,2,0,BitTorrent,128,256,0.76250677262055266,0.76470588235294112,False,0.074779143850216279,0.12043633539478722,-0.045657191544570944,False,UNEXPLAINABLE,explanation_alert_withheld,"[11,46,13,16,35,21,15,19,17,55,53,5,52,0,10]","[""fwd_pkt_len_min"",""syn_flag_cnt"",""fwd_pkt_len_std"",""bwd_pkt_len_mean"",""fwd_iat_std"",""pkt_len_std"",""bwd_pkt_len_min"",""pkt_len_min"",""bwd_pkt_len_std"",""init_bwd_win_byts"",""pkt_size_avg"",""bwd_pkts_s"",""down_up_ratio"",""protocol"",""fwd_pkt_len_max""]"
malaya-network-gt,1,2,1,ChromeRDP,128,256,0.45406824146981628,0.66666666666666663,True,0.056424401308312062,0.071456138025119839,-0.015031736716807777,False,DRIFTED,human_review_escalation,"[13,11,36,17,5,21,53,46,15,16,10,26,14,20,19]","[""fwd_pkt_len_std"",""fwd_pkt_len_min"",""bwd_iat_tot"",""bwd_pkt_len_std"",""bwd_pkts_s"",""pkt_len_std"",""pkt_size_avg"",""syn_flag_cnt"",""bwd_pkt_len_min"",""bwd_pkt_len_mean"",""fwd_pkt_len_max"",""fwd_act_data_pkts"",""bwd_pkt_len_max"",""pkt_len_mean"",""pkt_len_min""]"
malaya-network-gt,1,2,2,Discord,128,256,0.14096916299559473,0.76470588235294112,False,0.059124575801697013,0.040549397989000882,0.018575177812696131,True,CERTIFIED_STABLE,monitor_no_change,"[11,5,46,55,16,13,20,27,15,53,10,21,17,39,14]","[""fwd_pkt_len_min"",""bwd_pkts_s"",""syn_flag_cnt"",""init_bwd_win_byts"",""bwd_pkt_len_mean"",""fwd_pkt_len_std"",""pkt_len_mean"",""flow_iat_mean"",""bwd_pkt_len_min"",""pkt_size_avg"",""fwd_pkt_len_max"",""pkt_len_std"",""bwd_pkt_len_std"",""bwd_iat_mean"",""bwd_pkt_len_max""]"
malaya-network-gt,1,2,3,EA Origin,128,256,0.51583333333333337,0.76470588235294112,False,0.074488200172553309,0.095731960474592814,-0.021243760302039505,False,UNEXPLAINABLE,explanation_alert_withheld,"[21,11,13,53,46,17,5,10,16,0,20,18,70,3,52]","[""pkt_len_std"",""fwd_pkt_len_min"",""fwd_pkt_len_std"",""pkt_size_avg"",""syn_flag_cnt"",""bwd_pkt_len_std"",""bwd_pkts_s"",""fwd_pkt_len_max"",""bwd_pkt_len_mean"",""protocol"",""pkt_len_mean"",""pkt_len_max"",""fwd_seg_size_avg"",""flow_pkts_s"",""down_up_ratio""]"
malaya-network-gt,1,2,4,Microsoft Teams,128,256,0.080898876404494377,,,0.069797361202608085,0.06398356203479616,0.0058137991678119255,True,CERTIFIED_STABLE,admission_certified,"[11,21,13,16,46,15,53,55,5,10,12,20,19,17,0]","[""fwd_pkt_len_min"",""pkt_len_std"",""fwd_pkt_len_std"",""bwd_pkt_len_mean"",""syn_flag_cnt"",""bwd_pkt_len_min"",""pkt_size_avg"",""init_bwd_win_byts"",""bwd_pkts_s"",""fwd_pkt_len_max"",""fwd_pkt_len_mean"",""pkt_len_mean"",""pkt_len_min"",""bwd_pkt_len_std"",""protocol""]"
malaya-network-gt,1,2,5,Slack,128,256,0.14194373401534527,,,-0.074971237403165081,0.025530819207430454,-0.10050205661059554,False,UNEXPLAINABLE,admission_refused_explanation_alert_withheld,"[11,15,46,21,16,22,13,55,20,17,10,53,19,27,66]","[""fwd_pkt_len_min"",""bwd_pkt_len_min"",""syn_flag_cnt"",""pkt_len_std"",""bwd_pkt_len_mean"",""pkt_len_var"",""fwd_pkt_len_std"",""init_bwd_win_byts"",""pkt_len_mean"",""bwd_pkt_len_std"",""fwd_pkt_len_max"",""pkt_size_avg"",""pkt_len_min"",""flow_iat_mean"",""bwd_byts_b_avg""]"
malaya-network-gt,1,3,0,BitTorrent,128,256,0.77063391728372765,0.875,False,0.09097610390565472,0.10233954784488304,-0.011363443939228321,False,UNEXPLAINABLE,explanation_alert_withheld,"[11,13,46,16,19,52,21,15,0,5,53,10,55,17,14]","[""fwd_pkt_len_min"",""fwd_pkt_len_std"",""syn_flag_cnt"",""bwd_pkt_len_mean"",""pkt_len_min"",""down_up_ratio"",""pkt_len_std"",""bwd_pkt_len_min"",""protocol"",""bwd_pkts_s"",""pkt_size_avg"",""fwd_pkt_len_max"",""init_bwd_win_byts"",""bwd_pkt_len_std"",""bwd_pkt_len_max""]"
malaya-network-gt,1,3,1,ChromeRDP,128,256,0.4356955380577428,0.66666666666666663,True,0.026135233789210646,0.047809266966918472,-0.021674033177707826,False,UNEXPLAINABLE,strict_recertification_failed_explanation_alert_withheld,"[13,46,11,53,16,21,15,17,10,19,5,52,0,14,55]","[""fwd_pkt_len_std"",""syn_flag_cnt"",""fwd_pkt_len_min"",""pkt_size_avg"",""bwd_pkt_len_mean"",""pkt_len_std"",""bwd_pkt_len_min"",""bwd_pkt_len_std"",""fwd_pkt_len_max"",""pkt_len_min"",""bwd_pkts_s"",""down_up_ratio"",""protocol"",""bwd_pkt_len_max"",""init_bwd_win_byts""]"
malaya-network-gt,1,3,2,Discord,128,256,0.1277533039647577,0.57894736842105265,True,0.035049414312619806,0.041979755622532297,-0.0069303413099124911,False,DRIFTED,human_review_escalation,"[11,27,46,55,13,21,16,15,18,5,17,53,19,26,52]","[""fwd_pkt_len_min"",""flow_iat_mean"",""syn_flag_cnt"",""init_bwd_win_byts"",""fwd_pkt_len_std"",""pkt_len_std"",""bwd_pkt_len_mean"",""bwd_pkt_len_min"",""pkt_len_max"",""bwd_pkts_s"",""bwd_pkt_len_std"",""pkt_size_avg"",""pkt_len_min"",""fwd_act_data_pkts"",""down_up_ratio""]"
malaya-network-gt,1,3,3,EA Origin,128,256,0.50249999999999995,0.57894736842105265,True,0.034652271581294559,0.067946632342640714,-0.033294360761346155,False,UNEXPLAINABLE,explanation_alert_withheld,"[32,54,11,13,46,17,21,5,16,53,20,10,15,0,19]","[""fwd_iat_max"",""init_fwd_win_byts"",""fwd_pkt_len_min"",""fwd_pkt_len_std"",""syn_flag_cnt"",""bwd_pkt_len_std"",""pkt_len_std"",""bwd_pkts_s"",""bwd_pkt_len_mean"",""pkt_size_avg"",""pkt_len_mean"",""fwd_pkt_len_max"",""bwd_pkt_len_min"",""protocol"",""pkt_len_min""]"
malaya-network-gt,1,3,4,Microsoft Teams,128,256,0.053932584269662923,0.66666666666666663,True,0.049639974753051,0.045453617427473572,0.0041863573255774278,True,DRIFTED,human_review_escalation,"[17,70,11,0,46,16,13,21,55,15,5,53,14,19,54]","[""bwd_pkt_len_std"",""fwd_seg_size_avg"",""fwd_pkt_len_min"",""protocol"",""syn_flag_cnt"",""bwd_pkt_len_mean"",""fwd_pkt_len_std"",""pkt_len_std"",""init_bwd_win_byts"",""bwd_pkt_len_min"",""bwd_pkts_s"",""pkt_size_avg"",""bwd_pkt_len_max"",""pkt_len_min"",""init_fwd_win_byts""]"
malaya-network-gt,1,3,5,Slack,128,256,0.079283887468030695,0.66666666666666663,False,-0.027157411162276809,0.01784051843550892,-0.04499792959778573,False,UNEXPLAINABLE,explanation_alert_withheld,"[13,11,46,21,16,10,20,36,15,5,17,53,19,55,0]","[""fwd_pkt_len_std"",""fwd_pkt_len_min"",""syn_flag_cnt"",""pkt_len_std"",""bwd_pkt_len_mean"",""fwd_pkt_len_max"",""pkt_len_mean"",""bwd_iat_tot"",""bwd_pkt_len_min"",""bwd_pkts_s"",""bwd_pkt_len_std"",""pkt_size_avg"",""pkt_len_min"",""init_bwd_win_byts"",""protocol""]"
malaya-network-gt,1,3,6,Steam,128,256,0.40698985343855693,,,0.011422899807418086,0.06423509710941086,-0.052812197301992776,False,UNEXPLAINABLE,admission_refused_explanation_alert_withheld,"[11,13,5,21,53,54,46,55,16,20,10,17,6,15,3]","[""fwd_pkt_len_min"",""fwd_pkt_len_std"",""bwd_pkts_s"",""pkt_len_std"",""pkt_size_avg"",""init_fwd_win_byts"",""syn_flag_cnt"",""init_bwd_win_byts"",""bwd_pkt_len_mean"",""pkt_len_mean"",""fwd_pkt_len_max"",""bwd_pkt_len_std"",""tot_fwd_pkts"",""bwd_pkt_len_min"",""flow_pkts_s""]"
malaya-network-gt,1,3,7,TeamViewer,54,256,0.1111111111111111,,,0.045839988650942069,0.033481913174954983,0.012358075475987086,True,CERTIFIED_STABLE,admission_certified,"[11,53,21,46,20,52,15,13,55,16,17,5,74,69,10]","[""fwd_pkt_len_min"",""pkt_size_avg"",""pkt_len_std"",""syn_flag_cnt"",""pkt_len_mean"",""down_up_ratio"",""bwd_pkt_len_min"",""fwd_pkt_len_std"",""init_bwd_win_byts"",""bwd_pkt_len_mean"",""bwd_pkt_len_std"",""bwd_pkts_s"",""subflow_bwd_pkts"",""bwd_blk_rate_avg"",""fwd_pkt_len_max""]"
malaya-network-gt,1,4,0,BitTorrent,128,256,0.76774426584793209,0.76470588235294112,False,0.025862875148821622,0.088773463879445833,-0.062910588730624217,False,UNEXPLAINABLE,explanation_alert_withheld,"[11,46,15,16,13,55,21,19,20,5,34,10,53,52,0]","[""fwd_pkt_len_min"",""syn_flag_cnt"",""bwd_pkt_len_min"",""bwd_pkt_len_mean"",""fwd_pkt_len_std"",""init_bwd_win_byts"",""pkt_len_std"",""pkt_len_min"",""pkt_len_mean"",""bwd_pkts_s"",""fwd_iat_mean"",""fwd_pkt_len_max"",""pkt_size_avg"",""down_up_ratio"",""protocol""]"
malaya-network-gt,1,4,1,ChromeRDP,128,256,0.39370078740157483,0.57894736842105265,True,0.014459216637161071,0.036664815606505169,-0.022205598969344098,False,UNEXPLAINABLE,explanation_alert_withheld,"[16,53,13,46,11,21,18,10,17,29,14,55,15,40,23]","[""bwd_pkt_len_mean"",""pkt_size_avg"",""fwd_pkt_len_std"",""syn_flag_cnt"",""fwd_pkt_len_min"",""pkt_len_std"",""pkt_len_max"",""fwd_pkt_len_max"",""bwd_pkt_len_std"",""flow_iat_min"",""bwd_pkt_len_max"",""init_bwd_win_byts"",""bwd_pkt_len_min"",""bwd_iat_std"",""fwd_header_len""]"
malaya-network-gt,1,4,2,Discord,128,256,0.12334801762114538,0.5,True,0.041322035593152978,0.035266773225640868,0.0060552623675121098,True,CERTIFIED_STABLE,strict_recertified,"[13,46,11,16,21,23,5,15,14,53,17,10,55,20,1]","[""fwd_pkt_len_std"",""syn_flag_cnt"",""fwd_pkt_len_min"",""bwd_pkt_len_mean"",""pkt_len_std"",""fwd_header_len"",""bwd_pkts_s"",""bwd_pkt_len_min"",""bwd_pkt_len_max"",""pkt_size_avg"",""bwd_pkt_len_std"",""fwd_pkt_len_max"",""init_bwd_win_byts"",""pkt_len_mean"",""flow_duration""]"
malaya-network-gt,1,4,3,EA Origin,128,256,0.495,0.66666666666666663,True,0.02344981673855661,0.066978798893456287,-0.043528982154899677,False,UNEXPLAINABLE,explanation_alert_withheld,"[11,46,21,13,17,5,53,20,0,15,10,16,55,73,14]","[""fwd_pkt_len_min"",""syn_flag_cnt"",""pkt_len_std"",""fwd_pkt_len_std"",""bwd_pkt_len_std"",""bwd_pkts_s"",""pkt_size_avg"",""pkt_len_mean"",""protocol"",""bwd_pkt_len_min"",""fwd_pkt_len_max"",""bwd_pkt_len_mean"",""init_bwd_win_byts"",""subflow_fwd_pkts"",""bwd_pkt_len_max""]"
malaya-network-gt,1,4,4,Microsoft Teams,128,256,0.053932584269662923,0.57894736842105265,True,0.045169613201707329,0.038475875960735359,0.0066937372409719698,True,UNEXPLAINABLE,strict_recertification_failed_explanation_alert_withheld,"[11,46,16,13,15,70,17,21,53,10,20,52,66,5,19]","[""fwd_pkt_len_min"",""syn_flag_cnt"",""bwd_pkt_len_mean"",""fwd_pkt_len_std"",""bwd_pkt_len_min"",""fwd_seg_size_avg"",""bwd_pkt_len_std"",""pkt_len_std"",""pkt_size_avg"",""fwd_pkt_len_max"",""pkt_len_mean"",""down_up_ratio"",""bwd_byts_b_avg"",""bwd_pkts_s"",""pkt_len_min""]"
malaya-network-gt,1,4,5,Slack,128,256,0.076726342710997444,0.66666666666666663,True,-0.045072413473143988,0.016580804925447102,-0.061653218398591086,False,UNEXPLAINABLE,explanation_alert_withheld,"[17,46,11,20,5,53,21,13,16,10,14,55,22,15,2]","[""bwd_pkt_len_std"",""syn_flag_cnt"",""fwd_pkt_len_min"",""pkt_len_mean"",""bwd_pkts_s"",""pkt_size_avg"",""pkt_len_std"",""fwd_pkt_len_std"",""bwd_pkt_len_mean"",""fwd_pkt_len_max"",""bwd_pkt_len_max"",""init_bwd_win_byts"",""pkt_len_var"",""bwd_pkt_len_min"",""flow_byts_s""]"
malaya-network-gt,1,4,6,Steam,128,256,0.40135287485907556,0.57894736842105265,True,0.025984530949297362,0.061636204988145454,-0.035651674038848093,False,UNEXPLAINABLE,explanation_alert_withheld,"[39,24,55,20,54,11,13,17,46,53,5,21,0,52,3]","[""bwd_iat_mean"",""bwd_header_len"",""init_bwd_win_byts"",""pkt_len_mean"",""init_fwd_win_byts"",""fwd_pkt_len_min"",""fwd_pkt_len_std"",""bwd_pkt_len_std"",""syn_flag_cnt"",""pkt_size_avg"",""bwd_pkts_s"",""pkt_len_std"",""protocol"",""down_up_ratio"",""flow_pkts_s""]"
malaya-network-gt,1,4,7,TeamViewer,54,256,0.1111111111111111,0.57894736842105265,True,0.027262452908705763,0.025334105632790045,0.0019283472759157178,True,DRIFTED,human_review_escalation,"[46,11,13,21,16,15,17,52,5,34,18,14,55,19,53]","[""syn_flag_cnt"",""fwd_pkt_len_min"",""fwd_pkt_len_std"",""pkt_len_std"",""bwd_pkt_len_mean"",""bwd_pkt_len_min"",""bwd_pkt_len_std"",""down_up_ratio"",""bwd_pkts_s"",""fwd_iat_mean"",""pkt_len_max"",""bwd_pkt_len_max"",""init_bwd_win_byts"",""pkt_len_min"",""pkt_size_avg""]"
malaya-network-gt,1,4,8,Webex,128,256,0.18694885361552027,,,0.035872674081077818,0.026468147828965217,0.0094045262521126015,True,CERTIFIED_STABLE,admission_certified,"[21,11,46,13,16,17,15,10,53,37,5,14,0,20,55]","[""pkt_len_std"",""fwd_pkt_len_min"",""syn_flag_cnt"",""fwd_pkt_len_std"",""bwd_pkt_len_mean"",""bwd_pkt_len_std"",""bwd_pkt_len_min"",""fwd_pkt_len_max"",""pkt_size_avg"",""bwd_iat_max"",""bwd_pkts_s"",""bwd_pkt_len_max"",""protocol"",""pkt_len_mean"",""init_bwd_win_byts""]"
malaya-network-gt,1,4,9,Zoom,128,256,0.0034482758620689655,,,0.014370592162803933,0.008503710421143798,0.0058668817416601352,True,CERTIFIED_STABLE,admission_certified,"[13,54,55,16,46,10,11,52,27,21,53,17,5,15,14]","[""fwd_pkt_len_std"",""init_fwd_win_byts"",""init_bwd_win_byts"",""bwd_pkt_len_mean"",""syn_flag_cnt"",""fwd_pkt_len_max"",""fwd_pkt_len_min"",""down_up_ratio"",""flow_iat_mean"",""pkt_len_std"",""pkt_size_avg"",""bwd_pkt_len_std"",""bwd_pkts_s"",""bwd_pkt_len_min"",""bwd_pkt_len_max""]"
